measure,region_name,sex,age,cause,metric,year,val,upper,lower
Incidence,Mpumalanga,Male,35-39 years,HIV/AIDS,Number,2000,3641.814889,5359.099972,2230.187394
Incidence,Mpumalanga,Female,35-39 years,HIV/AIDS,Number,2000,3229.894791,4486.317728,2126.240453
Incidence,Mpumalanga,Male,35-39 years,HIV/AIDS,Number,2001,3488.85274,5162.571249,2117.000199
Incidence,Mpumalanga,Female,35-39 years,HIV/AIDS,Number,2001,3098.880144,4342.874535,2027.660826
Incidence,Mpumalanga,Male,35-39 years,HIV/AIDS,Number,2002,3324.120822,4867.151421,2070.475302
Incidence,Mpumalanga,Female,35-39 years,HIV/AIDS,Number,2002,2945.416738,4113.155377,1942.074768
Incidence,Mpumalanga,Male,35-39 years,HIV/AIDS,Number,2003,3190.493342,4636.89761,2016.417469
Incidence,Mpumalanga,Female,35-39 years,HIV/AIDS,Number,2003,2808.710832,3882.353017,1897.207332
Incidence,Mpumalanga,Male,35-39 years,HIV/AIDS,Number,2004,3100.593263,4468.273947,1999.582572
Incidence,Mpumalanga,Female,35-39 years,HIV/AIDS,Number,2004,2702.988282,3732.877697,1841.083547
Incidence,Mpumalanga,Male,35-39 years,HIV/AIDS,Number,2005,3055.362878,4334.094704,1979.412104
Incidence,Mpumalanga,Female,35-39 years,HIV/AIDS,Number,2005,2632.57036,3592.793826,1816.315969
Incidence,Mpumalanga,Male,35-39 years,HIV/AIDS,Number,2006,3048.44327,4318.961227,1975.838516
Incidence,Mpumalanga,Female,35-39 years,HIV/AIDS,Number,2006,2593.167988,3515.253043,1786.870146
Incidence,Mpumalanga,Male,35-39 years,HIV/AIDS,Number,2007,3064.058804,4366.989268,2004.436827
Incidence,Mpumalanga,Female,35-39 years,HIV/AIDS,Number,2007,2569.26927,3475.468092,1763.254713
Incidence,Mpumalanga,Male,35-39 years,HIV/AIDS,Number,2008,3093.998477,4396.995669,2017.889771
Incidence,Mpumalanga,Female,35-39 years,HIV/AIDS,Number,2008,2548.986395,3483.780851,1749.049832
Incidence,Mpumalanga,Male,35-39 years,HIV/AIDS,Number,2009,3125.599469,4467.445742,2017.662392
Incidence,Mpumalanga,Female,35-39 years,HIV/AIDS,Number,2009,2523.897664,3449.099336,1720.653125
Incidence,Mpumalanga,Male,35-39 years,HIV/AIDS,Number,2010,3140.821696,4478.593215,2025.73547
Incidence,Mpumalanga,Female,35-39 years,HIV/AIDS,Number,2010,2482.984429,3388.539714,1694.168291
Incidence,Mpumalanga,Male,35-39 years,HIV/AIDS,Number,2011,3129.338913,4471.906285,2006.192182
Incidence,Mpumalanga,Female,35-39 years,HIV/AIDS,Number,2011,2420.4189,3329.071886,1634.20477
Incidence,Mpumalanga,Male,35-39 years,HIV/AIDS,Number,2012,3112.964788,4481.551682,1982.586065
Incidence,Mpumalanga,Female,35-39 years,HIV/AIDS,Number,2012,2351.073912,3275.079103,1572.13954
Incidence,Mpumalanga,Male,35-39 years,HIV/AIDS,Number,2013,3116.036304,4521.432544,1957.641442
Incidence,Mpumalanga,Female,35-39 years,HIV/AIDS,Number,2013,2295.318666,3238.513104,1509.18402
Incidence,Mpumalanga,Male,35-39 years,HIV/AIDS,Number,2014,3154.496629,4652.132298,1961.061495
Incidence,Mpumalanga,Female,35-39 years,HIV/AIDS,Number,2014,2270.086819,3255.55276,1487.70871
Incidence,Mpumalanga,Male,35-39 years,HIV/AIDS,Number,2015,3243.533806,4815.313923,1982.78978
Incidence,Mpumalanga,Female,35-39 years,HIV/AIDS,Number,2015,2288.408045,3291.52231,1468.459396
Incidence,Mpumalanga,Male,35-39 years,HIV/AIDS,Number,2016,3353.545245,5055.876556,1979.026543
Incidence,Mpumalanga,Female,35-39 years,HIV/AIDS,Number,2016,2326.393596,3418.520753,1455.671956
Incidence,Mpumalanga,Male,35-39 years,HIV/AIDS,Number,2017,3376.586837,5190.215586,1947.542832
Incidence,Mpumalanga,Female,35-39 years,HIV/AIDS,Number,2017,2310.584903,3458.665713,1385.670031
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,1990,111.794058,242.3959877,41.60412551
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,1990,125.1851572,256.1319985,51.36636732
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,1991,207.5210914,427.5569794,83.60765013
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,1991,234.5107915,441.8252864,108.1377375
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,1992,363.3579837,718.7623941,156.8081983
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,1992,416.7116258,747.9478194,203.8619918
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,1993,591.4148908,1111.021937,269.4248732
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,1993,688.6637517,1163.861906,370.3090396
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,1994,887.7730378,1632.144031,425.2022018
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,1994,1046.013449,1669.283617,606.0088478
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,1995,1217.05022,2138.097241,625.8646099
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,1995,1443.430824,2235.155041,897.0973174
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,1996,1532.811591,2524.474115,843.8178364
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,1996,1821.322456,2682.205099,1167.051296
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,1997,1782.062688,2811.462167,1038.606931
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,1997,2120.902948,2983.090319,1415.986552
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,1998,1932.543953,3025.95415,1140.529922
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,1998,2302.155538,3200.463514,1563.345846
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,1999,1983.509503,3085.741625,1181.121748
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,1999,2371.544176,3326.548057,1588.293121
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,2000,1957.551122,3073.733177,1171.212723
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,2000,2357.366015,3315.836178,1595.399057
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,2001,1885.617983,2965.364323,1109.22825
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,2001,2288.513592,3219.603525,1539.223905
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,2002,1795.094222,2798.59107,1061.816428
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,2002,2200.450867,3071.082069,1472.208364
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,2003,1711.60352,2653.418363,1023.889802
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,2003,2125.691855,2970.301831,1437.946971
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,2004,1646.298446,2540.411718,988.6744224
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,2004,2076.891006,2840.118862,1431.05163
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,2005,1599.365155,2431.965045,959.2186096
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,2005,2053.601887,2809.975494,1427.731171
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,2006,1570.179331,2382.568724,926.1497493
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,2006,2050.416752,2785.755475,1420.071151
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,2007,1557.380598,2347.510042,935.9487098
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,2007,2059.044719,2822.351691,1441.686007
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,2008,1553.662699,2355.894583,944.3189381
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,2008,2066.620627,2811.797042,1448.802822
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,2009,1546.138319,2330.24732,938.3607819
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,2009,2059.310865,2813.685298,1456.683586
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,2010,1527.353478,2315.390352,932.4922478
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,2010,2029.562589,2772.776131,1429.165359
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,2011,1497.861682,2283.531354,913.9941282
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,2011,1978.700654,2709.925637,1371.443045
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,2012,1468.052208,2271.347058,885.8448126
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,2012,1918.823705,2651.430446,1320.463432
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,2013,1446.167006,2245.305055,863.4449278
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,2013,1859.118276,2606.507397,1262.242594
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,2014,1435.565365,2280.726308,840.60675
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,2014,1809.290361,2538.514847,1209.543064
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,2015,1440.914179,2292.013919,832.6678579
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,2015,1778.360636,2568.164606,1172.409081
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,2016,1450.532729,2345.217063,828.8395243
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,2016,1748.824974,2595.7938,1113.085982
Incidence,Mpumalanga,Male,40-44 years,HIV/AIDS,Number,2017,1423.59453,2347.14752,772.9702863
Incidence,Mpumalanga,Female,40-44 years,HIV/AIDS,Number,2017,1669.702213,2536.757361,1029.777662
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,1990,59.01644188,123.5615917,22.28522303
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,1990,83.23793038,171.4628567,32.43239037
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,1991,108.2596622,213.5540769,44.27196326
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,1991,153.5786937,293.2327003,64.76351274
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,1992,188.0003376,351.9600142,84.53922269
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,1992,267.3128565,484.9432958,127.9189419
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,1993,306.6992661,533.6064257,149.2279224
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,1993,435.9294521,743.5704686,221.012563
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,1994,464.8914465,786.3816262,243.932981
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,1994,662.9947379,1060.127165,371.1466172
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,1995,652.5815807,1056.455219,366.1785625
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,1995,928.024705,1428.048192,567.6040096
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,1996,843.9724819,1321.172658,493.8495456
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,1996,1193.895936,1728.985757,778.4777651
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,1997,1008.499159,1528.383731,605.5131249
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,1997,1424.783963,2059.383641,964.1454419
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,1998,1123.455935,1682.405242,688.7410424
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,1998,1586.905157,2242.197995,1057.465675
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,1999,1186.244042,1796.080391,718.9075723
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,1999,1675.989236,2379.165784,1111.949409
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,2000,1202.731207,1867.410242,717.0116789
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,2000,1698.939278,2397.042602,1132.508846
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,2001,1190.5691,1844.181967,706.4477822
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,2001,1679.555112,2383.467712,1130.449128
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,2002,1162.20604,1791.59706,698.1967269
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,2002,1643.845651,2311.516892,1125.644092
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,2003,1131.68171,1711.43449,692.6595709
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,2003,1612.66964,2271.093983,1115.751017
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,2004,1106.650758,1661.132527,681.9135346
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,2004,1598.518706,2237.20546,1119.210392
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,2005,1087.66848,1614.844604,678.4445685
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,2005,1601.814584,2218.670912,1140.70355
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,2006,1073.78061,1588.753108,665.1369978
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,2006,1620.663583,2228.004573,1134.573761
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,2007,1062.10791,1572.697751,655.5191027
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,2007,1649.040416,2238.571782,1151.083723
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,2008,1049.669411,1552.289546,654.5835255
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,2008,1678.790534,2277.168035,1178.672041
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,2009,1031.756871,1525.654438,644.1505448
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,2009,1699.462543,2294.72552,1200.496869
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,2010,1004.552145,1493.844556,621.8338554
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,2010,1700.158783,2306.917739,1204.245072
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,2011,968.6535698,1447.040387,594.1859811
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,2011,1676.908809,2309.008919,1183.246952
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,2012,933.5320309,1416.967402,563.3244931
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,2012,1642.2005,2299.290719,1140.823779
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,2013,903.919735,1401.404145,545.3254908
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,2013,1603.797246,2284.881634,1092.301263
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,2014,880.5434078,1369.863815,526.8520725
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,2014,1566.448072,2273.274307,1043.778487
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,2015,866.9121251,1377.908482,509.9026056
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,2015,1539.308563,2265.409955,1014.40961
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,2016,857.0809287,1393.057924,484.3554447
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,2016,1511.940283,2276.478856,976.0871936
Incidence,Mpumalanga,Male,45-49 years,HIV/AIDS,Number,2017,826.1156052,1381.355188,455.2499886
Incidence,Mpumalanga,Female,45-49 years,HIV/AIDS,Number,2017,1439.611828,2233.682404,878.5713453
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,1990,31.46824669,66.07553834,11.87431001
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,1990,51.70667304,106.8834117,19.9335931
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,1991,58.46294381,116.1129282,23.36493015
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,1991,94.86868001,181.5326193,39.8215077
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,1992,102.9011321,192.71628,45.25335428
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,1992,164.2425673,298.9668898,78.17202241
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,1993,168.5062352,294.6773209,82.09747131
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,1993,263.7905281,451.2787409,133.3399455
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,1994,253.7294621,431.1141914,132.2729943
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,1994,390.2420816,625.3632336,217.3875694
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,1995,354.1937233,575.644673,197.6459223
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,1995,539.6776163,835.4501401,327.4864954
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,1996,454.9001898,714.9724581,263.3166838
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,1996,687.806466,996.9787181,446.8818358
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,1997,539.0164548,818.9985182,321.2127276
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,1997,805.0028967,1157.784386,541.7782612
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,1998,600.8448416,908.0368397,368.2623358
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,1998,884.7556706,1255.179132,596.9608118
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,1999,639.2985717,968.6932856,389.4623181
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,1999,934.4072129,1319.547303,626.2855096
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,2000,659.7395432,1012.356996,395.079556
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,2000,959.9815889,1351.99609,639.5997981
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,2001,666.4700386,1022.113278,405.637166
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,2001,966.1830657,1368.026753,651.8223829
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,2002,665.5948161,1004.440159,400.2776358
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,2002,966.8039914,1356.103403,665.7872153
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,2003,663.8962101,999.5635833,411.7064416
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,2003,970.6006543,1352.66685,673.8561624
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,2004,666.7505216,996.3011153,415.1938528
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,2004,983.701008,1361.905806,699.1275372
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,2005,673.1720954,991.6223646,426.421512
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,2005,1002.746487,1373.843471,721.5180233
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,2006,683.8767896,996.768684,435.2344763
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,2006,1030.245519,1396.599684,741.5446179
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,2007,695.2100935,1012.263899,444.2528082
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,2007,1064.525793,1447.681348,757.499982
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,2008,703.8746459,1024.390439,450.71214
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,2008,1099.097844,1482.152666,771.1794728
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,2009,705.7535903,1032.156578,451.0663737
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,2009,1127.251568,1514.723552,799.351145
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,2010,696.8701208,1027.081646,447.1869238
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,2010,1142.168368,1536.985702,812.3632196
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,2011,677.1168902,1006.118112,433.2059141
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,2011,1142.764295,1553.706922,815.1223956
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,2012,652.7656539,976.6817739,409.1110255
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,2012,1136.824555,1555.837202,790.9820187
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,2013,628.5859633,949.4333325,384.6382863
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,2013,1129.603262,1585.187513,776.816829
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,2014,606.977972,929.8005259,368.0631258
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,2014,1123.74076,1592.990777,754.2446054
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,2015,590.3574327,920.2927441,351.4622217
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,2015,1122.694086,1621.688203,733.9313543
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,2016,574.555505,922.8421816,329.1837838
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,2016,1116.684301,1646.024656,717.8599893
Incidence,Mpumalanga,Male,50-54 years,HIV/AIDS,Number,2017,545.2351296,900.5495603,299.0296246
Incidence,Mpumalanga,Female,50-54 years,HIV/AIDS,Number,2017,1074.599017,1643.530544,662.1250189
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,1990,18.79016227,39.42123719,7.086039346
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,1990,31.91962601,66.01639345,12.31024122
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,1991,33.86907749,67.25077996,13.59238022
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,1991,57.51310507,110.0148323,24.11166953
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,1992,58.44038754,109.790666,25.79886736
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,1992,98.57283047,179.6958836,46.8403272
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,1993,95.37251598,167.0925288,46.38916901
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,1993,158.5007593,271.7854044,79.93096394
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,1994,145.5723326,247.7181611,75.85181096
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,1994,236.4092485,379.9407786,131.2517405
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,1995,205.6138355,335.2567619,114.2372064
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,1995,325.9639575,506.680604,196.7839299
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,1996,268.1247058,423.7175613,154.9814123
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,1996,415.3295957,606.2186975,267.9173286
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,1997,323.4309032,492.7395206,191.640529
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,1997,487.872979,705.8897333,325.7530616
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,1998,363.461257,554.4673972,220.8386617
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,1998,532.6655578,762.4359129,357.1845159
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,1999,385.4375854,585.7331661,233.4065529
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,1999,550.8689936,790.7513868,367.4062938
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,2000,396.33843,608.3340685,235.7789089
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,2000,558.6471352,793.7690654,368.7374465
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,2001,399.124217,616.4764991,239.9312207
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,2001,558.5584416,792.752118,374.8934327
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,2002,395.5155339,600.9363346,237.3407571
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,2002,548.0991953,774.6142048,374.7871513
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,2003,394.0899692,593.9879907,243.4160079
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,2003,541.1191967,753.3755746,373.3826978
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,2004,397.9741552,594.6954914,249.1565706
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,2004,545.6819882,756.6765635,384.349961
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,2005,406.9829848,599.2745278,255.5273478
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,2005,560.3038763,772.2839544,401.2121812
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,2006,419.2739188,613.6514769,268.4186766
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,2006,581.9802263,793.1112448,417.1493112
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,2007,433.6507973,632.4357223,278.049101
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,2007,610.0417454,837.1556802,430.677409
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,2008,447.4672799,655.2572557,287.4135918
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,2008,639.6439226,870.0797476,451.0018621
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,2009,459.0814656,668.704316,295.6364695
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,2009,666.66245,904.7109393,472.2021486
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,2010,464.6212262,682.4017879,301.7063135
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,2010,684.1563582,924.2255369,481.5386107
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,2011,464.0835118,689.9371596,293.3286153
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,2011,692.9782556,946.843217,491.5223374
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,2012,460.0938231,688.4749242,291.6066449
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,2012,698.9672375,963.0745256,490.4392497
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,2013,454.5474834,688.4410914,283.8134394
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,2013,704.1859343,982.2546532,484.193256
Incidence,Mpumalanga,Male,55-59 years,HIV/AIDS,Number,2014,448.207289,682.6560114,275.5514448
Incidence,Mpumalanga,Female,55-59 years,HIV/AIDS,Number,2014,710.091197,995.5232461,473.5394057
